2025-05-23 00:08:08,184 INFO START: Fetch Discord messages
2025-05-23 00:08:16,465 INFO 2025-05-23 00:08:16,463 - __main__ - INFO -   📄 Channel: #💬convo-leaders-prompts | after=1364606269817749555
2025-05-23 00:08:16,766 INFO 2025-05-23 00:08:16,766 - __main__ - INFO -     📫 No new messages
2025-05-23 00:08:16,772 INFO 2025-05-23 00:08:16,772 - __main__ - INFO -   📄 Channel: #🤝find-a-group | after=1370500631890100306
2025-05-23 00:08:17,074 INFO 2025-05-23 00:08:17,074 - __main__ - INFO -     📫 No new messages
2025-05-23 00:08:17,080 INFO 2025-05-23 00:08:17,080 - __main__ - INFO -   📄 Channel: #🦾sgu-managers | after=1374959191621500948
2025-05-23 00:08:17,584 INFO 2025-05-23 00:08:17,584 - __main__ - INFO -     ✅ Fetched 27 new messages
2025-05-23 00:08:17,598 INFO 2025-05-23 00:08:17,598 - __main__ - INFO -   📄 Channel: #❓buddy-support | after=1372279375256354998
2025-05-23 00:08:17,892 INFO 2025-05-23 00:08:17,891 - __main__ - INFO -     📫 No new messages
2025-05-23 00:08:17,898 INFO 2025-05-23 00:08:17,898 - __main__ - INFO -   📄 Channel: #🤖devs-managers | after=None
2025-05-23 00:08:18,200 INFO 2025-05-23 00:08:18,200 - __main__ - INFO -     📫 No new messages
2025-05-23 00:08:18,207 INFO 2025-05-23 00:08:18,206 - __main__ - INFO -   📄 Channel: #🎓learning-support-requests | after=None
2025-05-23 00:08:18,409 INFO 2025-05-23 00:08:18,408 - __main__ - INFO -     📫 No new messages
2025-05-23 00:08:18,415 INFO 2025-05-23 00:08:18,415 - __main__ - INFO -   📄 Channel: #❌inactive-submit | after=1374103284142309408
2025-05-23 00:08:18,908 INFO 2025-05-23 00:08:18,908 - __main__ - INFO -     ✅ Fetched 1 new messages
2025-05-23 00:08:18,919 INFO 2025-05-23 00:08:18,919 - __main__ - INFO -   📄 Channel: #🧠member-of-the-week-workshop | after=None
2025-05-23 00:08:19,221 INFO 2025-05-23 00:08:19,221 - __main__ - INFO -     📫 No new messages
2025-05-23 00:08:19,223 INFO 2025-05-23 00:08:19,223 - __main__ - INFO -   📄 Channel: #🗂sgu-managers-resources | after=1374440759431794688
2025-05-23 00:08:19,427 INFO 2025-05-23 00:08:19,427 - __main__ - INFO -     📫 No new messages
2025-05-23 00:08:19,429 INFO 2025-05-23 00:08:19,429 - __main__ - INFO -   📄 Channel: #📥member-of-the-week-submissions | after=1374586668451102727
2025-05-23 00:08:19,735 INFO 2025-05-23 00:08:19,735 - __main__ - INFO -     📫 No new messages
2025-05-23 00:08:19,741 INFO 2025-05-23 00:08:19,741 - __main__ - INFO -   📄 Channel: #🙋member-of-the-week-poll | after=1372974649625018441
2025-05-23 00:08:20,350 INFO 2025-05-23 00:08:20,349 - __main__ - INFO -     ✅ Fetched 2 new messages
2025-05-23 00:08:20,361 INFO 2025-05-23 00:08:20,361 - __main__ - INFO -   📄 Channel: #🛝discord-pg-sgu | after=1372609509801066577
2025-05-23 00:08:20,658 INFO 2025-05-23 00:08:20,658 - __main__ - INFO -     📫 No new messages
2025-05-23 00:08:20,664 INFO 2025-05-23 00:08:20,664 - __main__ - INFO -   📄 Channel: #🛠it-support | after=1369206612438417439
2025-05-23 00:08:20,965 INFO 2025-05-23 00:08:20,965 - __main__ - INFO -     📫 No new messages
2025-05-23 00:08:20,971 INFO 2025-05-23 00:08:20,971 - __main__ - INFO -   📄 Channel: #🛝discord-pg-devs | after=None
2025-05-23 00:08:21,375 INFO 2025-05-23 00:08:21,374 - __main__ - INFO -     📫 No new messages
2025-05-23 00:08:21,381 INFO 2025-05-23 00:08:21,380 - __main__ - INFO -   📄 Channel: #🔐cyber‑report‑desk | after=None
2025-05-23 00:08:21,783 INFO 2025-05-23 00:08:21,782 - __main__ - INFO -     📫 No new messages
2025-05-23 00:08:21,789 INFO 2025-05-23 00:08:21,788 - __main__ - INFO -   📄 Channel: #🧠feedback-workshop | after=1371173327506374777
2025-05-23 00:08:22,016 INFO 2025-05-23 00:08:22,014 - __main__ - INFO -     📫 No new messages
2025-05-23 00:08:22,022 INFO 2025-05-23 00:08:22,021 - __main__ - INFO -   📄 Channel: #📥feedback-submissions | after=1374169099562782832
2025-05-23 00:08:22,295 INFO 2025-05-23 00:08:22,294 - __main__ - INFO -     📫 No new messages
2025-05-23 00:08:22,302 INFO 2025-05-23 00:08:22,302 - __main__ - INFO -   📄 Channel: #🕊ethical-ai-team | after=1374429380452945940
2025-05-23 00:08:22,551 INFO 2025-05-23 00:08:22,550 - __main__ - INFO -     📫 No new messages
2025-05-23 00:08:22,557 INFO 2025-05-23 00:08:22,557 - __main__ - INFO -   📄 Channel: #🗳feedback-polls | after=None
2025-05-23 00:08:22,824 INFO 2025-05-23 00:08:22,824 - __main__ - INFO -     📫 No new messages
2025-05-23 00:08:22,830 INFO 2025-05-23 00:08:22,829 - __main__ - INFO -   📄 Channel: #📸content-creation-chat | after=1371297832543326300
2025-05-23 00:08:23,423 INFO 2025-05-23 00:08:23,423 - __main__ - INFO -     ✅ Fetched 5 new messages
2025-05-23 00:08:23,432 INFO 2025-05-23 00:08:23,432 - __main__ - INFO -   📄 Channel: #📝welcome-rules | after=1364779266457473137
2025-05-23 00:08:23,647 INFO 2025-05-23 00:08:23,647 - __main__ - INFO -     📫 No new messages
2025-05-23 00:08:23,650 INFO 2025-05-23 00:08:23,650 - __main__ - INFO -   📄 Channel: #📥socialmedia-submissions | after=1374783423234838558
2025-05-23 00:08:24,167 INFO 2025-05-23 00:08:24,166 - __main__ - INFO -     📫 No new messages
2025-05-23 00:08:24,169 INFO 2025-05-23 00:08:24,169 - __main__ - INFO -   📄 Channel: #🎯onboarding | after=1365381258091430018
2025-05-23 00:08:24,443 INFO 2025-05-23 00:08:24,443 - __main__ - INFO -     📫 No new messages
2025-05-23 00:08:24,444 INFO 2025-05-23 00:08:24,444 - __main__ - INFO -   📄 Channel: #🏆socialmedia‑spotlight | after=None
2025-05-23 00:08:24,854 INFO 2025-05-23 00:08:24,853 - __main__ - INFO -     📫 No new messages
2025-05-23 00:08:24,857 INFO 2025-05-23 00:08:24,857 - __main__ - INFO -   📄 Channel: #👋introductions | after=1372249330441785426
2025-05-23 00:08:25,073 INFO 2025-05-23 00:08:25,073 - __main__ - INFO -     📫 No new messages
2025-05-23 00:08:25,076 INFO 2025-05-23 00:08:25,076 - __main__ - INFO -   📄 Channel: #🏛netarch-general | after=1374775087047381042
2025-05-23 00:08:25,367 INFO 2025-05-23 00:08:25,367 - __main__ - INFO -     📫 No new messages
2025-05-23 00:08:25,370 INFO 2025-05-23 00:08:25,370 - __main__ - INFO -   📄 Channel: #🌎-community | after=1374832667605860352
2025-05-23 00:08:25,880 INFO 2025-05-23 00:08:25,879 - __main__ - INFO -     📫 No new messages
2025-05-23 00:08:25,886 INFO 2025-05-23 00:08:25,886 - __main__ - INFO -   📄 Channel: #🏛🤖netarch-agents | after=1369697275693236356
2025-05-23 00:08:26,219 INFO 2025-05-23 00:08:26,219 - __main__ - INFO -     📫 No new messages
2025-05-23 00:08:26,222 INFO 2025-05-23 00:08:26,222 - __main__ - INFO -   📄 Channel: #🏛🗣netarch-content | after=1372952733874786456
2025-05-23 00:08:26,493 INFO 2025-05-23 00:08:26,492 - __main__ - INFO -     📫 No new messages
2025-05-23 00:08:26,499 INFO 2025-05-23 00:08:26,499 - __main__ - INFO -   📄 Channel: #🎓-classes | after=1372055877149790309
2025-05-23 00:08:26,802 INFO 2025-05-23 00:08:26,802 - __main__ - INFO -     📫 No new messages
2025-05-23 00:08:26,807 INFO 2025-05-23 00:08:26,807 - __main__ - INFO -   📄 Channel: #🏛netarch-resources | after=None
2025-05-23 00:08:27,210 INFO 2025-05-23 00:08:27,209 - __main__ - INFO -     📫 No new messages
2025-05-23 00:08:27,213 INFO 2025-05-23 00:08:27,213 - __main__ - INFO -   📄 Channel: #🛠-workshops | after=1374712540998668421
2025-05-23 00:08:27,458 INFO 2025-05-23 00:08:27,458 - __main__ - INFO -     📫 No new messages
2025-05-23 00:08:27,465 INFO 2025-05-23 00:08:27,465 - __main__ - INFO -   📄 Channel: #agile-ideation-announcements | after=1373704387339223103
2025-05-23 00:08:27,826 INFO 2025-05-23 00:08:27,825 - __main__ - INFO -     📫 No new messages
2025-05-23 00:08:27,832 INFO 2025-05-23 00:08:27,832 - __main__ - INFO -   📄 Channel: #📸-social-media | after=1374406365539205271
2025-05-23 00:08:28,438 INFO 2025-05-23 00:08:28,438 - __main__ - INFO -     ✅ Fetched 1 new messages
2025-05-23 00:08:28,444 INFO 2025-05-23 00:08:28,443 - __main__ - INFO -   📄 Channel: #pain-points | after=1373712922865570055
2025-05-23 00:08:28,699 INFO 2025-05-23 00:08:28,696 - __main__ - INFO -     📫 No new messages
2025-05-23 00:08:28,704 INFO 2025-05-23 00:08:28,704 - __main__ - INFO -   📄 Channel: #📆-weekly-digest | after=None
2025-05-23 00:08:28,951 INFO 2025-05-23 00:08:28,951 - __main__ - INFO -     📫 No new messages
2025-05-23 00:08:28,955 INFO 2025-05-23 00:08:28,954 - __main__ - INFO -   📄 Channel: #🏘general-chat | after=1374825294531395655
2025-05-23 00:08:29,594 INFO 2025-05-23 00:08:29,593 - __main__ - INFO -     ✅ Fetched 1 new messages
2025-05-23 00:08:29,599 INFO 2025-05-23 00:08:29,599 - __main__ - INFO -   📄 Channel: #📚ai-philosophy-ethics | after=1374969480668512256
2025-05-23 00:08:30,153 INFO 2025-05-23 00:08:30,153 - __main__ - INFO -     ✅ Fetched 3 new messages
2025-05-23 00:08:30,159 INFO 2025-05-23 00:08:30,159 - __main__ - INFO -   📄 Channel: #🛠ai-practical-applications | after=1374859036004057230
2025-05-23 00:08:30,794 INFO 2025-05-23 00:08:30,794 - __main__ - INFO -     ✅ Fetched 6 new messages
2025-05-23 00:08:30,805 INFO 2025-05-23 00:08:30,805 - __main__ - INFO -   📄 Channel: #🗞genai-news | after=1374800407385210992
2025-05-23 00:08:31,318 INFO 2025-05-23 00:08:31,317 - __main__ - INFO -     📫 No new messages
2025-05-23 00:08:31,325 INFO 2025-05-23 00:08:31,324 - __main__ - INFO -   📄 Channel: #💼career-opportunities | after=1374727607710388314
2025-05-23 00:08:31,716 INFO 2025-05-23 00:08:31,715 - __main__ - INFO -     📫 No new messages
2025-05-23 00:08:31,721 INFO 2025-05-23 00:08:31,721 - __main__ - INFO -   📄 Channel: #🗃gen-ai-use-cases | after=1372612402750947408
2025-05-23 00:08:32,024 INFO 2025-05-23 00:08:32,024 - __main__ - INFO -     📫 No new messages
2025-05-23 00:08:32,030 INFO 2025-05-23 00:08:32,030 - __main__ - INFO -   📄 Channel: #📥channel-submissions | after=1373986370996932721
2025-05-23 00:08:32,338 INFO 2025-05-23 00:08:32,337 - __main__ - INFO -     📫 No new messages
2025-05-23 00:08:32,338 INFO 2025-05-23 00:08:32,338 - __main__ - INFO -   🚫 Skipping test channel #test-channel
2025-05-23 00:08:32,341 INFO 2025-05-23 00:08:32,341 - __main__ - INFO -   📄 Channel: #💵financial-services | after=1372979173806702624
2025-05-23 00:08:32,622 INFO 2025-05-23 00:08:32,622 - __main__ - INFO -     📫 No new messages
2025-05-23 00:08:32,625 INFO 2025-05-23 00:08:32,625 - __main__ - INFO -   📄 Channel: #📥channel-submissions | after=1374338712015470653
2025-05-23 00:08:33,078 INFO 2025-05-23 00:08:33,078 - __main__ - INFO -     ✅ Fetched 7 new messages
2025-05-23 00:08:33,089 INFO 2025-05-23 00:08:33,089 - __main__ - INFO -   📄 Channel: #❓buddy-support | after=1374843320890818630
2025-05-23 00:08:33,348 INFO 2025-05-23 00:08:33,347 - __main__ - INFO -     📫 No new messages
2025-05-23 00:08:33,351 INFO 2025-05-23 00:08:33,350 - __main__ - INFO -   📄 Channel: #🤝find-a-buddy | after=1374473891199582411
2025-05-23 00:08:33,552 INFO 2025-05-23 00:08:33,552 - __main__ - INFO -     📫 No new messages
2025-05-23 00:08:33,555 INFO 2025-05-23 00:08:33,555 - __main__ - INFO -   📄 Channel: #testbuddy | after=None
2025-05-23 00:08:33,763 INFO 2025-05-23 00:08:33,763 - __main__ - INFO -     🚫 Skipped channel #testbuddy: insufficient permissions
2025-05-23 00:08:33,764 INFO 2025-05-23 00:08:33,764 - __main__ - INFO -   📄 Channel: #💠buddy-group1 | after=1374857054497280080
2025-05-23 00:08:34,062 INFO 2025-05-23 00:08:34,062 - __main__ - INFO -     📫 No new messages
2025-05-23 00:08:34,064 INFO 2025-05-23 00:08:34,063 - __main__ - INFO -   📄 Channel: #💠buddy-group2 | after=1374858087629852813
2025-05-23 00:08:34,327 INFO 2025-05-23 00:08:34,327 - __main__ - INFO -     📫 No new messages
2025-05-23 00:08:34,329 INFO 2025-05-23 00:08:34,329 - __main__ - INFO -   📄 Channel: #💠buddy-group3 | after=1374858048132092014
2025-05-23 00:08:34,574 INFO 2025-05-23 00:08:34,574 - __main__ - INFO -     📫 No new messages
2025-05-23 00:08:34,575 INFO 2025-05-23 00:08:34,575 - __main__ - INFO -   📄 Channel: #🧢buddy-group4 | after=1375060351128830044
2025-05-23 00:08:34,994 INFO 2025-05-23 00:08:34,994 - __main__ - INFO -     📫 No new messages
2025-05-23 00:08:34,998 INFO 2025-05-23 00:08:34,998 - __main__ - INFO -   📄 Channel: #💠buddy-group5 | after=1374930648636063956
2025-05-23 00:08:35,301 INFO 2025-05-23 00:08:35,301 - __main__ - INFO -     📫 No new messages
2025-05-23 00:08:35,304 INFO 2025-05-23 00:08:35,304 - __main__ - INFO -   📄 Channel: #💠buddy-group6 | after=1374939552208257044
2025-05-23 00:08:35,913 INFO 2025-05-23 00:08:35,913 - __main__ - INFO -     ✅ Fetched 1 new messages
2025-05-23 00:08:35,917 INFO 2025-05-23 00:08:35,917 - __main__ - INFO -   📄 Channel: #💠buddy-group7 | after=1374974575728791553
2025-05-23 00:08:36,528 INFO 2025-05-23 00:08:36,528 - __main__ - INFO -     ✅ Fetched 3 new messages
2025-05-23 00:08:36,534 INFO 2025-05-23 00:08:36,534 - __main__ - INFO -   📄 Channel: #💠buddy-group8 | after=1374943557672108063
2025-05-23 00:08:36,937 INFO 2025-05-23 00:08:36,937 - __main__ - INFO -     📫 No new messages
2025-05-23 00:08:36,939 INFO 2025-05-23 00:08:36,939 - __main__ - INFO -   📄 Channel: #💠buddy-group9 | after=1374854321463890001
2025-05-23 00:08:37,443 INFO 2025-05-23 00:08:37,443 - __main__ - INFO -     ✅ Fetched 21 new messages
2025-05-23 00:08:37,451 INFO 2025-05-23 00:08:37,451 - __main__ - INFO -   📄 Channel: #💠buddy-group10 | after=1374969096411807766
2025-05-23 00:08:37,961 INFO 2025-05-23 00:08:37,961 - __main__ - INFO -     ✅ Fetched 2 new messages
2025-05-23 00:08:37,967 INFO 2025-05-23 00:08:37,967 - __main__ - INFO -   📄 Channel: #💠buddy-group11 | after=1374944119083765812
2025-05-23 00:08:38,268 INFO 2025-05-23 00:08:38,268 - __main__ - INFO -     📫 No new messages
2025-05-23 00:08:38,269 INFO 2025-05-23 00:08:38,269 - __main__ - INFO -   📄 Channel: #💠buddy-group12 | after=1374858055447216220
2025-05-23 00:08:38,733 INFO 2025-05-23 00:08:38,733 - __main__ - INFO -     ✅ Fetched 3 new messages
2025-05-23 00:08:38,739 INFO 2025-05-23 00:08:38,739 - __main__ - INFO -   📄 Channel: #❓q-and-a-questions | after=1374930572199333930
2025-05-23 00:08:39,186 INFO 2025-05-23 00:08:39,186 - __main__ - INFO -     ✅ Fetched 6 new messages
2025-05-23 00:08:39,191 INFO 2025-05-23 00:08:39,191 - __main__ - INFO -   📄 Channel: #📝q-and-a-polls | after=1372937739695030453
2025-05-23 00:08:39,497 INFO 2025-05-23 00:08:39,497 - __main__ - INFO -     📫 No new messages
2025-05-23 00:08:39,498 INFO 2025-05-23 00:08:39,498 - __main__ - INFO -   📄 Channel: #💬live-chat | after=1367990868904120410
2025-05-23 00:08:39,709 INFO 2025-05-23 00:08:39,709 - __main__ - INFO -     📫 No new messages
2025-05-23 00:08:39,711 INFO 2025-05-23 00:08:39,711 - __main__ - INFO -   📄 Channel: #🧰workshop-submissions | after=1368970784999215115
2025-05-23 00:08:40,008 INFO 2025-05-23 00:08:40,008 - __main__ - INFO -     📫 No new messages
2025-05-23 00:08:40,010 INFO 2025-05-23 00:08:40,010 - __main__ - INFO -   📄 Channel: #💬questions-help | after=1366413177499291750
2025-05-23 00:08:40,316 INFO 2025-05-23 00:08:40,316 - __main__ - INFO -     📫 No new messages
2025-05-23 00:08:40,318 INFO 2025-05-23 00:08:40,318 - __main__ - INFO -   📄 Channel: #🛠it-support | after=1369278988790403163
2025-05-23 00:08:40,831 INFO 2025-05-23 00:08:40,831 - __main__ - INFO -     📫 No new messages
2025-05-23 00:08:40,836 INFO 2025-05-23 00:08:40,836 - __main__ - INFO -   📄 Channel: #🔐cyber‑report‑desk | after=1370174866489217086
2025-05-23 00:08:41,138 INFO 2025-05-23 00:08:41,137 - __main__ - INFO -     📫 No new messages
2025-05-23 00:08:41,144 INFO 2025-05-23 00:08:41,143 - __main__ - INFO -   📄 Channel: #🧠feedback-workshop | after=None
2025-05-23 00:08:41,459 INFO 2025-05-23 00:08:41,458 - __main__ - INFO -     📫 No new messages
2025-05-23 00:08:41,464 INFO 2025-05-23 00:08:41,463 - __main__ - INFO -   📄 Channel: #📥feedback-submissions | after=None
2025-05-23 00:08:41,752 INFO 2025-05-23 00:08:41,751 - __main__ - INFO -     📫 No new messages
2025-05-23 00:08:41,758 INFO 2025-05-23 00:08:41,758 - __main__ - INFO -   📄 Channel: #🌐official-site | after=1372393216216662016
2025-05-23 00:08:41,987 INFO 2025-05-23 00:08:41,987 - __main__ - INFO -     📫 No new messages
2025-05-23 00:08:41,993 INFO 2025-05-23 00:08:41,993 - __main__ - INFO -   📄 Channel: #📖resources-library | after=1372236810985541824
2025-05-23 00:08:42,208 INFO 2025-05-23 00:08:42,208 - __main__ - INFO -     📫 No new messages
2025-05-23 00:08:42,215 INFO 2025-05-23 00:08:42,214 - __main__ - INFO -   📄 Channel: #💻learning-without-coding-skills | after=1367176856788537415
2025-05-23 00:08:42,433 INFO 2025-05-23 00:08:42,433 - __main__ - INFO -     📫 No new messages
2025-05-23 00:08:42,440 INFO 2025-05-23 00:08:42,440 - __main__ - INFO -   📄 Channel: #📄papers-and-publications | after=1365747945588396104
2025-05-23 00:08:44,238 INFO 2025-05-23 00:08:44,238 - __main__ - INFO -     📫 No new messages
2025-05-23 00:08:44,240 INFO 2025-05-23 00:08:44,240 - __main__ - INFO -   📄 Channel: #🎥meeting-recordings | after=1371176610006564944
2025-05-23 00:08:44,469 INFO 2025-05-23 00:08:44,469 - __main__ - INFO -     📫 No new messages
2025-05-23 00:08:44,475 INFO 2025-05-23 00:08:44,475 - __main__ - INFO -   📄 Channel: #deidre-private-channel | after=None
2025-05-23 00:08:44,826 INFO 2025-05-23 00:08:44,825 - __main__ - INFO -     🚫 Skipped channel #deidre-private-channel: insufficient permissions
2025-05-23 00:08:44,831 INFO 2025-05-23 00:08:44,831 - __main__ - INFO -   📄 Channel: #genai-use-case-roundtable | after=1364975106861830257
2025-05-23 00:08:45,132 INFO 2025-05-23 00:08:45,132 - __main__ - INFO -     📫 No new messages
2025-05-23 00:08:45,137 INFO 2025-05-23 00:08:45,137 - __main__ - INFO -   📄 Channel: #showcase | after=1368382542008553553
2025-05-23 00:08:45,542 INFO 2025-05-23 00:08:45,541 - __main__ - INFO -     📫 No new messages
2025-05-23 00:08:45,552 INFO 2025-05-23 00:08:45,552 - __main__ - INFO - 🔌 Sync complete, closing connection...
2025-05-23 00:08:45,653 INFO 2025-05-23 00:08:45,652 - __main__ - INFO - 🔌 Disconnected from Discord.
2025-05-23 00:08:45,657 INFO 
2025-05-23 00:08:45,657 INFO Summary for guild Gen AI Global:
2025-05-23 00:08:45,657 INFO Total channels checked: 94
2025-05-23 00:08:45,657 INFO Channels not accessed: 1
2025-05-23 00:08:45,657 INFO Total new messages: 99
2025-05-23 00:08:45,657 INFO Total messages including history: 5271
2025-05-23 00:08:45,710 INFO SUCCESS: Fetch Discord messages
2025-05-23 00:08:45,710 INFO START: Embed and store messages
2025-05-23 00:08:46,057 INFO /Users/jose/Documents/discord-bot/venv/lib/python3.9/site-packages/urllib3/__init__.py:35: NotOpenSSLWarning: urllib3 v2 only supports OpenSSL 1.1.1+, currently the 'ssl' module is compiled with 'LibreSSL 2.8.3'. See: https://github.com/urllib3/urllib3/issues/3020
2025-05-23 00:08:46,057 INFO   warnings.warn(
2025-05-23 00:08:46,256 INFO 2025-05-23 00:08:46,256 - faiss.loader - INFO - Loading faiss.
2025-05-23 00:08:46,310 INFO 2025-05-23 00:08:46,310 - faiss.loader - INFO - Successfully loaded faiss.
2025-05-23 00:08:46,312 INFO 2025-05-23 00:08:46,312 - faiss - INFO - Failed to load GPU Faiss: name 'GpuIndexIVFFlat' is not defined. Will not load constructor refs for GPU indexes. This is only an error if you're trying to use GPU Faiss.
2025-05-23 00:08:47,388 INFO 2025-05-23 00:08:47,387 - httpx - INFO - HTTP Request: POST https://api.openai.com/v1/embeddings "HTTP/1.1 200 OK"
2025-05-23 00:08:48,409 INFO 2025-05-23 00:08:48,408 - httpx - INFO - HTTP Request: POST https://api.openai.com/v1/embeddings "HTTP/1.1 200 OK"
2025-05-23 00:08:48,474 INFO 📚 Loading messages from SQLite DB...
2025-05-23 00:08:48,474 INFO 🔄 Loading existing FAISS index from index_faiss/
2025-05-23 00:08:48,474 INFO 🧠 Embedding 99 new messages with OpenAI...
2025-05-23 00:08:48,474 INFO 💾 Saving updated index to index_faiss/
2025-05-23 00:08:48,474 INFO ✅ Index updated.
2025-05-23 00:08:48,564 INFO SUCCESS: Embed and store messages
2025-05-23 00:08:48,564 INFO START: Detect and enrich resources
2025-05-23 00:08:48,883 INFO 2025-05-23 00:08:48,883 - root - INFO - Batch detect started.
2025-05-23 00:08:48,930 INFO 2025-05-23 00:08:48,930 - root - INFO - Found 4930 messages to process
2025-05-23 00:08:48,941 INFO 
2025-05-23 00:08:48,941 INFO Detecting resources:   0%|          | 0/4930 [00:00<?, ?msg/s]2025-05-23 00:08:48,941 - root - INFO - Message ID 5265: Detected 0 resources.
2025-05-23 00:08:48,941 INFO 2025-05-23 00:08:48,941 - root - INFO - Message ID 5182: Detected 0 resources.
2025-05-23 00:08:48,941 INFO 2025-05-23 00:08:48,941 - root - INFO - Message ID 5174: Detected 0 resources.
2025-05-23 00:08:48,941 INFO 2025-05-23 00:08:48,941 - root - INFO - Message ID 5260: Detected 0 resources.
2025-05-23 00:08:48,941 INFO 2025-05-23 00:08:48,941 - root - INFO - Message ID 5209: Detected 0 resources.
